,Additional_charges
2886,22344.40128
9214,13573.73
8818,3356.935
4538,4337.795472
4395,7488.399224
6601,11755.09
8667,9088.076
5417,4474.446
3019,10905.88305
7882,4018.82
2362,14174.13774
7741,8298.584
6441,22605.65
4591,11779.96634
988,27553.79336
9151,8732.764
4728,14440.69054
8955,11102.23
3239,4246.369399
7559,13818.76
7591,11825.64
7037,5082.41
91,7907.819354
3158,14723.13026
6250,10271.97
3144,28170.82623
6208,5217.317
9914,8119.588
1278,5991.504059
6599,26371.85
5624,16903.24
7454,12497.88
1186,14783.15265
4060,19062.93311
8617,11689.81
288,7487.921787
1577,21227.22094
3753,6370.533741
42,9441.67949
1157,3717.13348
9532,27378.78
1742,26194.24635
7751,11163.84
3174,6364.331524
3402,23739.88613
6884,7562.807
7060,11041.59
2089,11639.02583
5505,12179.28
9921,26545.29
8611,6175.376
3692,25264.24713
9028,14423.24
4610,25238.77655
8324,6380.873
9256,26342.34
4805,11706.42575
4227,11804.53
7254,29045.81
5990,11467.99
2575,8026.598989
875,5663.187236
7758,12811.15
458,8345.330867
8452,6322.237
7317,7460.342
3544,9390.768049
2045,5775.820226
5495,11553.67
7160,10654.44
4510,10309.8562
6927,9387.621
7668,20369.17
5680,14540.82
3785,20284.80862
6301,7511.641
5672,10070.83
2999,14980.32188
7959,10781.07
82,11030.98732
16,8157.752223
9738,3746.325
3348,3261.302593
5645,6460.305
3678,10560.26651
9231,9305.986
2852,9298.435949
2660,18287.01855
9919,15045.23
7824,7873.198
599,12916.84277
1619,13638.32869
8189,5283.908
3866,12933.93377
1429,13090.88689
4840,4270.55662
9787,25976.36
153,6978.396064
7449,8752.598
6658,10364.27
6026,16472.46
5009,12557.57
829,6596.79519
6550,24932.69
9225,29004.93
1336,14788.97802
5707,4977.37
3649,5697.673773
5940,7205.078
1358,7914.710998
6763,12718.71
47,9606.738197
2193,14653.37815
6852,14312.21
6439,14113.34
2426,8321.538299
5046,10016.53
1541,5284.901278
4678,9687.82523
9484,11975.45
6311,28541.73
428,6920.482203
2382,7156.079763
1287,8584.40979
3369,15274.03602
4809,6111.534949
6942,18153.5
904,6745.8641
8808,5613.496
7609,14313.79
3817,7637.844982
3714,21071.02444
7792,16293.65
823,21594.99596
2054,8454.389607
4751,14863.97256
678,9561.730667
4517,7770.898127
6325,13446.32
510,25451.30821
3862,12291.24412
4842,25210.19394
5237,10755.37
3993,4849.675573
8764,23105.59
3115,9599.194994
6184,11957.56
740,6797.36543
8792,4361.375
2187,9346.881219
5991,8496.394
6331,6883.411
7652,9569.274
5532,8922.494
1294,8325.161893
6935,5932.826
442,23281.10998
1415,7164.476841
4108,4901.134425
1851,20275.93958
3255,11809.86607
9236,21154.44
3552,12394.0314
1042,19056.46372
2191,23900.91592
9054,15141.3
9883,8525.852
3931,19778.68521
8609,13501.78
7433,11594.08
7642,12223.4
8641,19165.59
9562,7922.297
4693,18985.39184
5229,8806.903
913,9353.049254
3913,10043.47397
9729,7993.049
1285,7070.728164
4161,5957.981532
7339,23186.72
25,25364.4308
41,14748.528
3231,9954.207463
1015,15401.95369
9062,10126.55
8830,6875.661
6094,14150.93
2404,4678.96206
5947,8245.121
5569,13490.27
5320,12740.17
5914,25245.88
4072,22702.91385
6827,18776.17
9520,4819.336
3068,14957.81048
8912,12357.28
7804,6845.942
8924,27164.53
64,9578.478337
1007,5707.784267
8778,11433.5
7078,8526.293
900,9049.202694
5844,4976.947
896,8225.39804
261,11436.43652
8768,6100.808
2526,14375.4618
8272,12219.79
2437,10211.31359
2646,9548.824336
1271,14905.28644
585,10593.40187
9877,7800.816
49,10461.53968
5307,24187.11
530,14385.77892
5942,11819.87
9597,24486.09
7478,9841.706
1734,26710.75128
658,5707.784267
5256,11287.57
7671,10893.91
4185,23136.37565
5945,13753.96
6419,6927.067
316,5502.606136
7302,9780.157
9878,14604.23
6375,8184.685
5952,12698.39
7115,13651.99
7549,11782.49
8267,6713.319
8377,8015.423
2165,21659.08682
2148,8924.129883
8443,9226.756
8536,13420.4
3535,19293.24005
1907,8406.51305
7621,11241.84
8555,10589.85
697,18195.23001
1634,20622.15458
9423,23026.66
1824,4932.2326
6475,15079.6
9042,15517.53
6143,13362.51
2233,7012.836222
2472,11807.75783
6587,14833.04
854,9816.521604
5669,12340.72
8451,21761.82
7085,14574.15
8079,3617.705
4962,25667.68138
5696,23971.9
4874,25101.14121
9360,6213.332
2748,9288.078891
3242,8228.491609
5737,6705.457
460,9997.358783
1431,13494.54177
9544,8390.582
4961,14533.83731
3408,16885.38652
5507,7413.986
1934,25536.67914
3545,16920.56091
7716,11580.19
8152,13391.24
3015,5926.21093
5709,7557.025
9628,14495.15
7402,14515.3
2988,21718.10431
9193,11159.95
4673,15007.65379
1771,12448.4886
8303,13351.27
6272,8461.492
4771,8307.888459
4384,29052.45056
1815,13177.49068
3789,12040.01877
9860,3342.876
1673,5392.9663
9939,11140.61
1758,9079.622123
4369,17227.68707
4028,7832.589853
122,14345.33537
9967,21365.41
8404,8188.463
1863,14194.14213
9646,12568.28
1175,7504.918562
9636,24698.59
5051,28058.04
2262,3722.329236
670,10416.63513
6210,3764.249
5974,10381.38
3351,25440.65308
2431,6404.968536
4969,9149.645559
9713,20165.02
271,29795.62246
4873,20927.40917
5381,26873.41
584,22480.88662
2573,13961.86863
7087,11239.18
3200,4293.33904
9849,12166.67
5660,14276.41
1251,9138.11145
5840,11229.07
9474,13592.18
2024,14468.06493
9897,13026.19
5451,7618.917
1397,11211.35023
3560,6175.69329
1582,10060.22164
3133,14779.79547
9170,6021.902
6239,21768.73
4942,12408.49946
4615,8182.244039
6951,8292.412
4621,17329.35199
2949,11613.11342
5353,7109.127
8966,5528.543
3221,11716.76089
9694,14561.02
4622,9810.942003
5521,14956.15
5150,13563.7
208,11184.49206
5012,5634.213
5876,28525.88
2792,19079.50848
8937,7331.474
3481,10138.71946
6136,11997.8
2720,18933.89051
506,26986.14046
1672,4071.188594
1390,22100.69208
2018,13712.39883
853,14272.99729
7813,12845.32
3808,13401.86471
8001,10914.06
1952,7418.973173
9969,5259.739
5021,9889.237
8820,13540.95
9078,7801.683
1148,13279.78288
8993,9899.221
8928,10193.97
7507,10270.26
1781,12921.02744
6668,14700.01
6043,24093.45
5633,7610.317
9764,26428.94
1757,6630.104676
3932,11078.82257
699,19465.32821
9813,20371.33
8632,8054.953
1670,9206.08193
2185,7529.519036
597,5124.212817
5102,12899.45
2137,7945.538149
7896,9826.705
2806,4584.279269
8198,4972.792
2068,6326.582514
2604,9082.90076
6340,23370.51
8677,10191.25
9504,8512.256
158,7204.150253
3065,11518.62175
2752,4880.460246
488,25923.42452
3386,9728.677919
5316,12917.75
4605,5934.089554
5489,8013.343
8359,6890.143
8803,4228.068
6145,8341.717
5129,5004.453
8726,24578.36
7328,24663.65
2102,25849.98976
7206,14665.84
7539,13092.24
7420,28210.52
3103,7202.647843
5772,10942.68
936,21338.82552
7905,8787.065
7752,9310.2
7417,11044.36
6479,15306.12
2386,12247.49145
9971,9605.539
4315,14431.2277
6649,8220.289
3148,15253.86082
1349,8413.51547
1986,11329.56775
5313,14341.4
8965,13498.95
9903,9886.712
6685,19767.74
4939,18159.73803
2758,7632.019613
6378,6091.775
4042,16265.26707
2773,12155.58626
3362,11736.56561
2764,8180.961587
4321,12502.47747
4255,5321.308379
5690,19156.01
2563,13349.26126
6666,11735.39
5744,6516.847
4852,7231.331183
9174,6708.4
2280,9419.027909
1885,3286.283816
9758,11027.49
5732,30566.07
2850,22269.0585
9009,12506.78
7973,14864.73
3479,5679.960646
7810,8170.618
4167,11489.58039
3399,14294.11065
3160,9109.151423
1538,21113.27128
4866,19744.4697
4025,25644.28303
459,14810.65869
8661,28261.39
5659,19185.88
7181,7686.884
8853,20725.81
6696,14789.23
7895,15570.84
971,9310.956733
8640,11143.1
1469,20514.03342
9979,4044.245
7204,10370.11
8310,10682.52
4017,10726.32829
4825,11215.95566
6413,14515.3
4723,12473.6924
2647,6445.35416
701,19516.47618
252,8075.456956
8106,14451.13
1162,7589.445846
3087,14132.86572
6284,11754.93
9378,6812.23
5427,6237.263
159,12714.87084
5214,11237.38
9580,17017.35
6204,21848.77
6458,11495.05
6648,10515.71
9696,8151.105
1353,9373.401979
7948,12298.99
5466,7023.013
1130,4709.81113
7535,7535.768
9316,9335.836
5848,11881.93
8228,5524.421
8399,4792.033
5082,7078.439
1968,11984.36342
4686,25325.81647
2738,4218.885282
2456,10412.37124
6537,5144.929
3626,10001.44098
4789,15317.78321
1121,4549.23003
55,23875.80546
5909,15616.16
8437,12725.78
6071,12982.4
8546,14031.39
3894,9380.679474
1182,11082.20167
8779,20780.59
2991,10256.05074
7056,17305.43
5679,6406.605
2890,11396.03635
1364,3241.33976
1840,7783.16231
9689,18352.42
8485,12288.17
4843,10651.31183
2928,11313.78629
5897,25644.28
8374,11093.97
9892,6975.29
4964,22264.99642
8552,9060.849
5782,8726.86
7128,10403.09
5767,19741.19
5406,3384.441
4062,8690.232842
4506,24581.6395
1853,9028.486037
947,15916.29905
4324,8396.406065
6655,12387.91
9404,8237.102
3410,11117.81776
5346,5630.052
8523,5840.646
3955,7322.904849
7093,11119.67
6154,10895.69
4012,21939.6944
6476,27563.86
6530,14300.5
5394,8301.38
9358,6523.954
6565,16661.28
5537,25181.4
716,11194.56008
7292,27131.76
3017,9605.539227
5032,7656.259
7215,21251.89
8165,21278.46
5029,27161.67
4887,5001.052206
7860,13709.41
2861,11457.94111
1646,14413.34936
4010,16441.67302
2836,3173.112679
8732,3838.657
2196,19616.85192
5393,10770.2
7657,6431.315
5263,26031.14
7700,17615.36
6489,15568.42
9399,14454.93
4181,5881.8344
6989,27351.27
1975,23114.77205
5859,13501.8
9011,25870.55
1331,24341.19858
7878,21707.16
683,12630.20108
5966,14252.43
438,15565.14567
4251,5714.399524
9721,6803.981
7453,11414.25
3271,20054.34948
5479,6835.671
825,7308.897669
3676,12901.18426
3031,12629.72196
8066,7282.833
5819,13363.31
3170,11579.26315
5773,17195.27
8014,13794.71
9458,8234.693
351,7706.825887
8325,21273.43
8156,6467.927
1616,10071.73383
2004,4217.732691
4582,6592.610526
7054,10498.01
836,5857.983849
483,18554.96551
6263,6845.321
6644,12223.0
9395,12612.27
4879,7320.384646
3959,13672.55399
5240,8802.634
9242,9617.497
9351,12189.17
8203,7843.074
1693,18504.54431
882,15603.9812
2846,3918.150697
3604,25177.76365
2932,10030.37181
6799,4225.134
1972,23312.85354
9431,12382.17
7949,15303.28
81,28102.9575
6390,12005.81
9441,5543.437
4804,14474.40916
8976,18899.83
6477,7621.655
7789,9245.563
7876,12411.71
5756,22409.25
8587,8637.031
9592,10354.21
7107,26162.58
7230,14594.16
1152,9455.56429
8622,24155.45
8126,24333.37
6304,23309.37
6415,9216.898
4717,7496.237542
7030,16121.41
9372,9394.923
5258,11371.93
1696,10637.0024
7337,11556.62
5436,10984.21
6609,11252.89
9663,9885.958
8922,14731.85
6215,9212.849
8006,11399.86
7034,8576.091
5730,11162.41
363,9139.15428
6963,11016.16
7853,14868.45
2149,8977.383474
7473,10517.04
5858,4857.003
5517,9330.398
4925,14778.84561
234,7552.493383
4863,6772.264677
6267,5191.554
9819,22734.94
5164,10145.57
4121,24369.27009
5747,6684.965
6166,28270.7
7073,7940.465
1327,11682.98303
2757,8997.926009
4734,14115.74538
3151,8714.938337
3948,8182.224954
9706,23576.81
9784,11748.42
2455,23601.37128
3419,9609.241091
3034,12495.84679
6484,9532.96
8563,7929.017
4746,7140.007875
4381,15839.32143
6623,9165.187
3002,8865.193862
4100,7587.427299
3261,6600.205471
3203,8497.58885
8362,9732.883
9569,10500.8
1904,11473.24897
1401,6110.867226
8981,9134.402
3638,8096.50764
2880,4798.886512
5202,7457.063
2194,23807.68292
6598,29431.32
1456,5037.588587
4974,17547.19125
6965,5822.199
1739,8556.606337
2493,9402.553632
5731,4887.563
3099,10384.94114
6030,23559.37
6808,6580.261
796,27162.54641
9033,6839.153
1256,10842.94863
5191,24072.09
7627,13504.31
7629,13189.76
9137,7656.826
5856,7925.157
3078,26828.05948
1123,13360.47387
355,10040.04313
8256,19530.33
2397,28764.61003
369,12274.49645
1011,24275.4874
4650,14382.07706
4253,10787.48844
5467,5875.666
3639,20064.731
694,10323.741
9356,5922.511
7597,5099.868
5135,10634.08
5886,10373.41
53,9886.229487
6290,11551.15
465,22413.08929
4187,13329.96022
5362,11041.56
1199,28763.85291
4994,7369.541419
9952,13302.83
4958,23722.71523
8718,9111.342
3474,7139.201809
3338,15173.04091
4466,10250.26686
2451,8936.356663
3090,11844.91531
7325,6161.808
7778,7201.677
7249,6443.7
9688,11075.21
4119,19210.0671
2867,11768.9709
7581,8703.622
1189,14325.15944
7779,9552.448
6773,20116.07
417,22616.43988
5142,4185.045
1299,13665.18135
2942,10952.1806
7593,17815.95
8711,10149.52
8466,10363.26
774,6733.716417
1089,22203.09779
5896,7723.41
901,3947.758319
2663,4176.5665
8791,14754.87
5527,22163.44
9782,10068.46
6068,13651.12
1215,5986.913483
6344,17251.01
5813,25119.51
2674,19722.13932
1846,12614.42959
2195,12490.23366
1772,5951.192153
840,4205.761206
4794,10705.20244
6234,12656.45
646,11361.97304
8190,13793.34
8745,7262.441
1866,4918.550526
9452,14378.3
6784,11236.32
4342,20043.1274
3619,8519.583726
5833,8421.367
2263,21368.69136
532,7050.27863
9088,11707.09
7297,20532.28
5011,6185.826
6382,6347.27
715,8198.644103
920,11387.89737
5329,7600.271
8290,13322.19
6580,18922.94
5382,16628.33
3453,13255.09597
1420,14509.09174
3654,11563.2971
3395,8999.584029
5416,3988.925
4373,29065.38393
690,8502.568933
1884,8363.18729
9288,7694.261
8790,13449.38
186,5663.339439
3067,11376.78578
2726,7826.281577
7913,17857.12
2845,12664.13023
1692,10067.50072
6359,21769.61
741,8591.263566
565,5386.622067
3372,16792.719
133,14788.9561
4675,4808.065816
4808,11150.22603
8433,9257.406
8765,14757.19
4841,29557.41989
1822,11296.97285
132,5275.209411
4885,3678.097449
9029,11352.42
8112,14008.38
2948,10051.01717
43,4620.845473
4968,13818.9826
7033,18579.61
9785,13548.54
9536,22070.82
8599,7146.256
7266,11373.23
1624,9083.806787
8553,8069.976
399,21069.18657
3688,9479.669309
6583,17012.32
5530,22416.35
5648,7718.961
5573,11488.49
9847,8858.4
4573,21297.09385
4834,27341.73797
2913,8666.157646
9455,12715.62
1393,3719.395284
4580,9230.465469
5834,11485.89
5452,8263.27
9278,11311.01
2548,11676.30338
2302,5010.256673
9097,11577.36
266,11953.33425
7355,6745.864
6180,9166.115
3637,19494.95882
2150,24651.07836
4257,12243.50905
2680,5630.029953
8275,15052.27
4487,14253.4232
2848,10176.60701
3594,13368.02398
5545,18900.19
2791,6527.640163
5837,13997.77
8662,5543.459
6679,14809.58
206,5466.30186
5972,15012.21
8971,12542.48
9098,7159.38
7238,5516.053
8693,7955.92
3915,26390.13662
1283,11602.31533
4450,11694.69126
3293,12463.29766
9605,11380.19
5525,7047.776
1485,10757.53619
6046,13807.19
8363,12425.25
7697,25426.0
6189,8044.55
8580,4317.143
7678,10228.26
2612,11528.03342
4244,28722.12124
3603,14267.24558
225,9633.012772
6220,5876.368
2058,21666.94682
8913,10457.04
7674,19413.83
621,8894.965827
2491,9869.05859
9552,11594.08
3746,7918.37707
1669,9971.523103
3823,14023.96008
7114,5065.417
5239,17781.74
9099,26463.33
8441,8802.905
6196,14123.69
4770,6134.972245
1317,12370.12911
397,27482.80771
1316,14741.12681
4733,11126.333
5205,11040.43
760,5339.143098
3281,13254.98386
2881,12178.53869
708,11954.06637
2351,9940.387074
7001,13984.43
2884,6989.393489
1789,11252.74106
2370,9948.281633
3300,18818.65843
4221,9058.403917
9857,11993.64
2537,8980.762572
958,20110.16712
7431,5352.581
7011,17649.93
3666,10508.10435
1523,10200.28881
5830,18139.49
7423,16172.91
1027,7252.588623
6395,9694.593
3208,3903.626993
4559,7921.491113
5445,27031.01
9645,9726.131
107,10511.38299
9223,12598.54
869,10921.16085
8612,4880.438
3097,6206.477963
344,17781.73571
2276,13299.5524
9609,11153.71
9710,19985.26
6321,8555.314
3058,14030.28239
6179,12175.11
6170,15725.08
8154,13870.48
2037,7066.053555
5413,27769.01
4562,10029.66161
5058,10491.8
5618,10942.29
7010,6937.653
303,7207.42889
4878,12409.24447
8184,10572.97
7110,4587.558
8819,14594.31
5778,8359.909
3991,17639.54527
8995,12748.93
4129,11645.5831
7013,10009.26
845,11904.74756
8517,10102.23
3459,15163.33564
9777,24841.25
9524,5714.421
2963,17608.7606
1490,5728.187422
4644,8414.880547
2733,16504.12135
3814,12299.22489
2499,3250.967454
1564,9807.511163
3721,10684.01728
2270,27151.59941
9067,12261.22
9617,21594.24
5152,17592.59
3322,8626.219244
3939,15079.33363
318,10832.34246
8060,11775.65
5979,22875.13
1879,20942.76924
28,22890.09679
1354,7295.729937
1893,21590.9602
6833,11584.68
1361,13672.76703
9766,16410.89
149,7591.088382
277,11471.66461
8560,14826.84
8168,8437.663
5219,17144.64
8192,6927.272
5286,9547.896
2707,28061.03419
1375,9473.217987
8274,12223.02
4341,26940.42301
287,9458.99513
6737,5024.294
689,21586.57048
8893,14214.88
1890,27926.5212
125,11745.45841
9208,4078.225
7788,8073.714
307,9858.452427
3009,13070.09635
4233,4880.460246
7658,10889.04
4444,5073.46212
2703,12868.59816
5708,10758.8
5665,8040.299
8164,22965.09
5043,10703.68
4599,6503.98029
4231,3139.049369
3867,21316.34294
1226,15116.73356
1230,21726.79383
302,9185.101802
5780,28052.97
35,10729.60693
4238,10603.75893
6567,11533.82
450,11382.71161
5438,26594.73
104,4075.029933
5322,13777.37
1730,11382.68969
9391,8211.92
7989,13889.96
2275,12042.51559
1556,26611.09919
291,3883.66416
9724,13511.43
9270,13929.0
3736,24799.2515
3892,14646.47594
519,8123.116024
6087,9271.353
484,8048.273686
6100,19162.24
5035,8656.09
335,11961.72367
8121,15361.1
4471,22580.217
209,3589.08005
1008,3649.080521
1802,9636.197437
820,11622.74724
3477,13904.03562
5220,20105.85
2986,10634.29704
2967,10651.24743
3210,11678.91971
8067,27729.09
9500,5718.422
1703,25735.87993
6527,15626.38
5074,7046.848
5400,6244.813
273,14618.03986
9136,25181.96
6738,14278.09
943,25751.73183
9747,23230.37
4530,6998.7773
1100,10206.96846
7808,12165.21
3375,8787.065477
3840,22232.96214
1261,5062.935054
4198,4580.014703
7353,10186.96
2266,12247.91836
114,28830.32716
2795,10567.32301
285,21852.05181
600,9018.375543
5235,9406.306
7733,7415.416
6690,28527.5
4631,11598.66528
5103,7949.693
8411,11652.2
7729,3664.484
296,8276.716623
8619,8837.334
7919,11451.01
2576,13513.88372
4110,21538.41972
9154,20332.29
4134,8493.887913
4045,12999.35135
4142,10972.47403
7397,23260.39
5165,23696.08
9647,14795.57
6595,18221.46
6342,14458.1
8387,7786.314
8049,11437.2
6085,6712.224
3627,6617.743952
5841,13548.56
5636,9025.055
1019,6435.308063
1653,14515.74947
4666,7473.963326
6934,14263.59
1227,26862.27499
9004,9527.244
3302,28404.4118
2958,13903.78652
1785,8992.409533
6171,11260.44
7362,10543.83
8898,13234.7
4714,8764.536276
3054,20790.09146
3660,13802.27346
1642,11574.05547
5364,17220.22
1569,14017.74956
9150,12438.38
5576,3221.335
8767,5550.291
5373,7883.969
4275,13218.19434
2627,11884.4593
8318,11561.71
8902,13773.97
2234,4833.220846
4748,13352.1307
496,13391.23663
4498,10935.06769
9462,18859.78
6203,24300.03
544,15616.15938
9824,6743.133
6369,8338.438
3014,27342.09133
4383,12879.71048
8514,6800.876
9589,7899.931
7942,24310.41
3132,5058.414969
8686,4962.746
9442,7666.112
7321,16000.74
2328,14286.36745
9904,23055.56
6228,4749.775
8755,10145.57
817,12906.99043
9188,17014.07
7759,8349.15
4989,17639.54527
1811,14342.26204
8507,23600.49
9070,12495.72
772,9562.27145
7858,11684.85
1741,6380.915259
5247,21758.31
4519,7637.823063
1656,23605.6088
5937,11299.12
7886,18422.26
9152,14861.08
7242,11556.62
8651,6370.805
9711,16692.06
9493,10494.14
7946,29338.65
4136,6691.945046
9823,14717.07
1004,25327.53248
8142,9933.268
2175,14981.82222
5154,7462.0
6133,13227.22
8072,6049.35
5426,6121.87
8672,27546.36
9700,6388.896
8607,4406.044
9349,9736.902
5374,9370.365
7382,14925.39
2582,18156.92918
3127,15602.38528
3074,10682.03211
1235,24920.71731
5429,11529.68
3432,26639.99939
4903,12031.65127
308,11761.76575
8969,12392.98
8273,5102.924
8942,7077.785
3377,6196.338865
7406,8486.642
9798,12062.76
7562,13572.56
6002,13994.32
3717,16503.24237
3126,13723.02691
1308,5639.557186
1663,6367.059063
5566,18278.27
2372,12029.27866
4157,18144.07252
3831,9231.222589
6257,13117.12
3568,26195.20524
2572,6951.389256
1068,9447.425753
2977,8048.814469
2592,13826.45543
5078,23023.62
2402,11478.66731
214,21079.21473
7546,14102.08
5818,5751.864
5447,17150.39
1875,8831.828433
6568,6627.522
3952,7755.529683
3794,14786.18351
2447,14564.30276
8338,7968.798
8828,9850.585
2925,12776.26606
5130,16919.09
1264,7113.047446
2768,5742.38836
4561,7653.365883
9959,8280.901
3920,11343.52621
6926,8912.426
1687,21331.70277
5529,6592.955
339,8549.09018
9752,6192.864
7583,14857.8
7349,7620.72
3305,22089.14016
371,6496.877409
4063,3705.429363
654,6401.96814
7354,5212.207
3804,14174.38224
5193,22039.12
9653,8355.377
7067,12516.83
4712,10128.82557
4426,8672.8373
1614,9439.335699
6119,22360.61
9723,19762.47
6692,17272.33
2513,13179.71426
9591,26864.67
7186,10347.77
4687,21537.1471
2577,11621.58781
9346,7942.504
8270,5022.631
5800,19618.9
4921,7062.004666
8997,6605.935
6367,6066.075
4798,8813.23989
7530,5612.592
6076,10231.07
9650,9968.092
5276,19386.47
6428,25590.42
2698,11519.48854
6185,8783.635
564,13111.25018
1245,11898.76733
7228,8996.728
8994,7774.947
2892,6627.579863
257,4016.256424
7468,6896.335
1698,28245.69561
4877,14505.25823
1392,23912.45003
2510,11568.23439
2144,7214.022133
709,10047.62777
5224,26398.16
9492,10770.2
9815,19061.63
6656,7394.542
8406,10926.56
3498,28502.08975
3744,9372.022914
3350,25243.53047
4285,6858.934776
4783,9202.033837
3137,3528.43865
9909,7863.252
719,25354.04929
8883,17739.25
2420,22265.39391
3254,10015.2052
1357,12837.98761
6957,6486.542
5172,16585.53
994,11055.42776
8000,15163.16
9994,12045.86
8925,18391.63
1979,15045.75136
4649,4334.516835
182,17143.76497
3690,27312.18564
9169,13535.17
4250,7880.712085
8571,12356.09
8556,16269.11
8538,4248.72
9716,8957.734
3289,5806.604899
9963,25457.62
9659,15547.69
5056,5581.807
9253,23047.37
5519,29141.84
5440,14618.21
3981,5386.256823
2432,7254.279001
9168,8615.194
899,20011.46374
2264,19726.57203
2039,28816.9805
5655,6685.494
9498,22822.74
8381,23363.13
655,17300.92036
6266,21659.09
6860,10019.03
7307,11372.38
1168,20329.01188
6873,19010.39
7615,23218.66
8118,8905.369
7223,11257.83
3101,13256.49804
2484,14597.61225
5230,6487.448
9953,15106.69
7952,28780.41
2048,14806.90964
1290,9838.295836
4061,8304.164676
6502,7351.29
6555,7142.978
8036,24719.9
7456,22285.38
511,10880.98356
5809,13457.78
4410,13634.10373
221,19055.26475
6536,23590.16
6508,3808.165
3464,4265.641882
8525,4655.031
7090,12448.49
5611,3931.887
4883,7438.178938
8311,11703.87
9229,10191.15
6276,13661.46
7484,13822.94
6132,13761.84
5723,8925.75
6628,10743.64
5605,21433.53
6259,10570.22
6125,13762.35
4239,13057.02072
4280,10634.52168
858,18892.15884
8483,8885.783
7879,6828.573
6870,19155.13
4364,8342.05223
5741,13307.73
6386,12087.34
8276,11253.67
7894,6644.509
4816,18105.42785
9450,6640.173
3973,13415.33615
1765,13272.04636
8056,4522.169
9620,19767.74
6010,29280.79
3578,9298.41403
9540,14016.84
7057,14761.92
1323,11173.01911
6937,19311.88
7830,7768.395
8754,7388.46
7685,5608.407
7548,25054.66
6629,8085.207
7227,5359.679
642,5094.623923
7506,16617.19
8851,11454.15
4163,16783.76207
1427,7080.19651
6483,14594.16
1302,13704.05565
3145,9788.875753
7490,20821.6
6222,17894.45
8357,27409.14
9397,22600.62
1713,9185.82858
8160,8776.118
8497,16598.83
906,12568.34866
6544,14841.85
5005,5950.286
7491,11097.52
9582,11168.17
2110,8738.984714
9801,13564.08
8479,12091.54
1491,9087.98962
3758,3698.525064
6960,23411.76
5893,12388.79
8680,12893.38
4191,8452.578543
3439,14542.65816
6485,22940.89
1125,24148.66088
6392,6312.837
1270,5195.314277
5572,5063.578
267,6004.777051
3154,12551.15974
2897,11228.74577
7902,12019.23
7801,5480.247
8715,22988.2
5211,5155.289
7791,7412.787
5622,5041.019
5194,7562.807
4507,7721.512988
898,29544.95222
1293,12539.95391
359,24033.47092
6654,15879.87
5555,12056.55
3157,10242.84199
6804,11334.5
1728,10459.88166
9660,10267.07
3330,5260.226657
463,13272.04636
4618,23039.58892
5826,9134.576
7845,9045.772
2022,10408.44473
3368,14849.54759
5026,10087.55
161,24109.57264
5354,13942.43
2788,10921.00865
5415,6657.611
5571,25001.04
1557,20469.83016
3071,25325.81647
4132,27378.77992
8681,7982.938
1177,7324.539487
9783,10156.64
3520,8730.953887
5175,8116.523
3839,15835.03119
3306,4145.781827
4252,11201.68488
1337,6897.240733
3825,11874.34881
1311,13350.851
8923,15558.07
6982,12212.95
3667,8656.360654
9341,11872.01
330,4956.411552
8998,12569.1
651,24940.55499
5084,25807.06
6908,27593.36
5153,14949.54
9198,13802.03
8592,29243.82
1514,5202.557292
3472,9141.191469
3559,4617.414633
5294,11134.25
5534,9564.818
4310,4497.7287
6811,16021.19
5414,11118.7
5482,14320.58
8476,4576.672
8163,10053.87
150,9033.296246
998,11225.38723
7448,25535.36
9292,11229.11
2725,22091.4932
2340,5054.211556
4123,11580.67072
9906,8171.843
8594,11734.64
7389,13906.62
5677,14646.06
3664,11131.62378
6005,28812.08
9800,11605.59
6387,13374.86
8615,17785.17
5502,10607.1
1854,9189.61278
1513,19158.00029
6858,13847.6
8884,11239.79
448,26402.63595
3936,9014.673679
6950,3575.408
6089,15078.06
9131,14686.51
1985,6032.033982
2106,25939.29889
8992,5294.29
1632,6757.37629
9744,12336.62
4093,9340.924739
4677,29366.15458
5231,21039.28
6604,8782.629
7356,21356.26
841,14122.63641
1532,14654.50441
781,23321.39719
3336,25546.66092
7836,8086.286
6643,13442.87
5446,11228.72
5106,15595.6
855,10033.70843
8180,10117.09
5408,27628.3
5388,11496.98
4721,9879.61423
1629,9055.546927
7954,4297.18
6659,6292.804
3946,12288.79297
5386,16782.65
5157,11578.99
3713,9366.721013
2833,13210.49894
54,21993.50751
4432,12574.38196
1805,5851.496949
5783,5830.823
9928,3756.371
93,4875.810097
2064,12409.24447
3655,11312.4958
9243,21069.19
6173,4462.193
5272,11533.5
7077,11059.68
6163,18840.66
9564,7938.981
6780,9032.334
4922,27482.08093
7410,28174.1
90,19004.96239
2501,12402.2938
1984,14062.61778
6473,9807.663
5956,25979.64
1931,11321.89609
2023,5198.169687
4116,6114.319985
2415,9360.328333
7603,4040.967
739,7138.977164
3110,28663.10375
6018,13091.08
7963,11841.51
65,19880.14203
3849,7420.173606
7102,22326.55
8625,10019.99
3392,5249.845139
5295,14052.2
3422,7935.568053
9138,4225.988
8088,29237.26
5565,12560.21
9306,10973.34
2610,27721.52232
1234,13026.28779
6000,11816.48
6925,13808.7
8337,9797.84
3707,11482.47719
7458,25299.27
3142,4976.193363
8989,11484.94
6943,14621.67
8860,14344.68
4754,18783.6858
8695,12395.4
5688,11394.42
7890,13029.35
8758,10430.36
9185,14437.03
4633,13975.96203
7096,11577.36
